Country,Year,Month,Day of Week,Time of Day,Urban/Rural,Road Type,Weather Conditions,Visibility Level,Number of Vehicles Involved,Speed Limit,Driver Age Group,Driver Gender,Driver Alcohol Level,Driver Fatigue,Vehicle Condition,Pedestrians Involved,Cyclists Involved,Accident Severity,Number of Injuries,Number of Fatalities,Emergency Response Time,Traffic Volume,Road Condition,Accident Cause,Insurance Claims,Medical Cost,Economic Loss,Region,Population Density
Brazil,2022,July,Sunday,Evening,Rural,Highway,Foggy,182.74158521892227,4,56,41-60,Male,0.0299746898737716,1,Moderate,0,0,Moderate,6,1,48.58662245578829,7792.564030271818,Wet,Mechanical Failure,4,29171.328305123257,29296.962764044085,Europe,4059.740148384587
Brazil,2022,May,Thursday,Night,Urban,Highway,Foggy,81.51086994555239,1,42,61+,Female,0.0938768865820738,1,Poor,0,1,Severe,1,1,49.80689836653147,9913.884196252313,Icy,Distracted Driving,4,42061.39261183136,25616.590062498264,North America,996.89237373595
Brazil,2000,February,Saturday,Evening,Rural,Main Road,Foggy,117.53857544786108,1,48,26-40,Female,0.0688181241160983,1,Poor,0,0,Moderate,16,3,52.41690569723445,2101.8735634403674,Wet,Weather,9,33421.83461296008,25529.21918555193,North America,4050.8169243145135
Brazil,2010,May,Friday,Morning,Rural,Main Road,Snowy,475.182652079676,1,108,41-60,Female,0.0457108921849476,0,Good,2,2,Moderate,11,2,57.385459045601934,9641.284950946172,Wet,Weather,7,10187.237319208904,64092.6663165139,Australia,1110.7049432274607
Brazil,2009,January,Tuesday,Afternoon,Rural,Highway,Clear,495.2011354114015,2,42,18-25,Female,0.2361277154195033,1,Good,0,1,Minor,8,0,8.290992414733825,9341.912994239112,Icy,Mechanical Failure,7,46404.31337772348,85216.33313049386,Asia,1369.3812147517233
Brazil,2008,August,Sunday,Night,Urban,Main Road,Foggy,101.1775351483064,4,44,18-25,Male,0.139577550652198,0,Poor,2,2,Moderate,17,2,58.43594929744723,6644.051618548692,Wet,Drunk Driving,4,19168.291679595764,86786.30445025496,Asia,145.97608801049142
Brazil,2006,July,Tuesday,Afternoon,Rural,Street,Windy,414.4038783864396,2,96,26-40,Female,0.0299764017396137,0,Good,0,1,Severe,7,0,50.20259111117576,2805.99053998462,Wet,Weather,9,8857.20523845771,15080.355659068891,North America,559.7758368815065
Brazil,2013,January,Sunday,Afternoon,Urban,Main Road,Foggy,206.1613564708504,1,97,61+,Female,0.1910176641712596,0,Poor,0,1,Minor,9,0,12.721252974344608,479.5169136653452,Icy,Speeding,2,7689.546590769987,87020.42460110983,North America,1740.0049247799325
Brazil,2006,April,Thursday,Night,Rural,Main Road,Rainy,191.7901268005461,2,64,26-40,Male,0.0633680580109969,1,Good,2,2,Minor,4,3,31.1912112394123,6143.05922101661,Snow-covered,Drunk Driving,1,10488.12542148282,70202.15571584196,Europe,4070.918071911857
Brazil,2012,June,Saturday,Morning,Rural,Street,Rainy,398.49256513809416,1,103,<18,Male,0.0101342775241888,0,Poor,0,0,Minor,0,3,49.625097768395165,2851.483234923354,Snow-covered,Speeding,2,29291.070562762987,92382.81449486308,Australia,3571.4616628886915
Brazil,2016,October,Friday,Evening,Urban,Street,Rainy,203.5170105082344,3,64,61+,Female,0.1013324887566554,0,Poor,0,2,Moderate,13,4,53.383331067018375,3158.5422521971864,Icy,Distracted Driving,8,38458.221224927416,74880.69170318234,South America,4688.593736128284
Brazil,2006,February,Thursday,Morning,Urban,Highway,Rainy,403.1375628455237,2,106,26-40,Male,0.1597715842117515,1,Good,1,2,Minor,13,4,27.30319654728848,616.6400815151031,Icy,Speeding,8,35389.6044647463,97034.58473235242,Australia,3140.819549521358
Brazil,2003,January,Wednesday,Afternoon,Urban,Street,Snowy,435.9449767320369,1,88,61+,Male,0.0066173638467567,1,Good,0,2,Minor,0,1,37.3255028738695,9999.567641578104,Wet,Distracted Driving,8,36131.92552865142,77566.52273104725,South America,3312.294883967221
Brazil,2013,April,Tuesday,Afternoon,Rural,Street,Clear,445.45853529733097,2,36,18-25,Female,0.1290169033243643,1,Good,1,0,Minor,19,0,15.6803745462386,2954.409903933904,Wet,Weather,6,13165.37042611839,79113.2720450366,Europe,1882.0845990843404
Brazil,2013,August,Thursday,Night,Rural,Main Road,Foggy,341.03313777721075,3,96,<18,Male,0.1000051480506822,1,Good,2,1,Moderate,11,1,9.20805729187532,6569.100427089268,Dry,Weather,7,30351.684659042763,44079.51075968728,Europe,1183.3367084584431
Brazil,2002,March,Wednesday,Morning,Rural,Street,Rainy,149.75652539136985,1,105,18-25,Female,0.0986288723601947,1,Poor,2,0,Moderate,18,3,23.128910150706652,8846.64539522173,Wet,Mechanical Failure,7,29734.135739537727,93076.68814069244,North America,4754.595687463233
Brazil,2021,February,Friday,Evening,Rural,Highway,Foggy,145.61795256871827,3,74,61+,Male,0.1368678135187528,0,Poor,0,2,Minor,12,2,49.4461186308272,4721.380866255725,Wet,Speeding,1,2635.840480295757,5734.866125818458,Australia,1890.4551988378023
Brazil,2008,August,Saturday,Afternoon,Rural,Street,Foggy,113.38297260123336,2,115,61+,Male,0.1496488004579618,0,Good,0,0,Moderate,19,2,5.246881852981096,3572.2397631314725,Dry,Drunk Driving,6,9997.733323838487,19089.977659164484,South America,3281.7823156549443
Brazil,2016,April,Wednesday,Morning,Rural,Street,Snowy,416.9901957335546,1,110,26-40,Male,0.1060806128967679,0,Poor,2,0,Minor,11,3,12.311173739687703,5933.060936523667,Snow-covered,Distracted Driving,9,39160.32988163468,57883.82849657647,Australia,4439.085970553709
Brazil,2014,March,Tuesday,Afternoon,Rural,Street,Snowy,434.5654062953094,2,107,<18,Male,0.1976257915509207,1,Poor,1,2,Moderate,19,2,32.2200005088305,5312.3233874321495,Snow-covered,Mechanical Failure,9,10135.383182231011,60215.98482861716,Asia,4742.2983057094425
Brazil,2014,May,Saturday,Evening,Rural,Main Road,Clear,170.62044061595577,3,61,41-60,Female,0.0178322400284118,0,Good,1,2,Severe,19,3,8.67220409854392,5856.870198815577,Dry,Distracted Driving,6,5860.377355252065,23035.122166960955,Asia,4017.489938729486
Brazil,2003,June,Monday,Afternoon,Urban,Main Road,Windy,388.8817644831325,1,72,41-60,Female,0.1048670728407218,1,Poor,1,2,Minor,18,0,46.02564304843408,1565.2530636832596,Icy,Mechanical Failure,6,29729.300855623016,63764.02770086856,Europe,4592.082757538685
Brazil,2011,February,Sunday,Evening,Urban,Main Road,Snowy,458.5109869639018,3,108,61+,Female,0.0544692046472685,1,Poor,2,0,Severe,9,1,7.818919750101155,5016.561773709727,Icy,Mechanical Failure,6,44951.68306652656,34037.14778670448,Europe,2651.1060608560333
Brazil,2008,May,Friday,Morning,Rural,Highway,Rainy,375.0434848713899,1,79,18-25,Female,0.2411711164994269,1,Moderate,0,2,Minor,8,0,54.41009926236403,1071.9411585275084,Snow-covered,Drunk Driving,1,22016.99098086264,3221.616557171957,Europe,534.970339513103
Brazil,2022,January,Tuesday,Evening,Rural,Main Road,Clear,244.11093478195792,1,88,61+,Male,0.1064410795394294,0,Poor,2,1,Severe,1,1,51.968166104604926,6841.211500282878,Icy,Mechanical Failure,6,38332.47758085679,4951.209479851158,Asia,864.2219679320355
Brazil,2023,June,Saturday,Morning,Urban,Highway,Snowy,260.1206247815462,1,87,61+,Male,0.0088240217029058,1,Good,2,1,Moderate,16,4,42.923452716299934,9228.149591646314,Wet,Distracted Driving,0,20999.18207047397,29585.555889283565,Australia,2394.3328813423227
Brazil,2007,May,Saturday,Afternoon,Rural,Street,Clear,165.77417253810367,2,43,41-60,Female,0.0596931692100995,1,Poor,2,2,Severe,6,4,35.7369724471995,9678.867179195082,Dry,Mechanical Failure,0,48368.49873607198,41924.76951759525,Europe,258.7361367147672
Brazil,2024,July,Sunday,Night,Urban,Main Road,Foggy,132.2053527262243,3,102,<18,Male,0.1947503238360896,1,Good,1,1,Severe,14,3,39.04845094982509,1871.5826872099296,Dry,Distracted Driving,1,26229.59276901112,16389.998781158778,Australia,4402.906077522244
Brazil,2008,October,Tuesday,Afternoon,Rural,Main Road,Clear,341.942221002628,1,60,26-40,Male,0.1180813610854531,0,Poor,1,2,Severe,15,3,43.66421450064107,2667.90871944289,Wet,Speeding,0,8780.537794307798,38865.32886674423,South America,98.88581718326914
Brazil,2020,September,Thursday,Night,Rural,Main Road,Rainy,200.02957843078147,3,118,18-25,Male,0.0314392869700253,0,Good,1,1,Moderate,7,4,49.57507810162009,3709.3220998873526,Icy,Mechanical Failure,4,44666.83426137355,4811.654287900581,Europe,4454.511938987809
Brazil,2002,May,Sunday,Afternoon,Urban,Main Road,Windy,143.3498764216306,3,37,18-25,Male,0.1609171262294632,0,Poor,1,0,Moderate,11,2,12.15287798344518,1413.9414142666506,Dry,Mechanical Failure,8,19212.76400423933,76359.03802209743,Asia,1795.3942311319995
Brazil,2022,June,Friday,Morning,Urban,Main Road,Foggy,138.48843497472186,4,43,26-40,Male,0.0912005262699226,0,Good,2,2,Moderate,15,4,27.572015426942343,4395.737925997114,Dry,Drunk Driving,8,12222.016052563336,81284.04195827883,Australia,4739.556986372857
Brazil,2007,July,Saturday,Afternoon,Urban,Main Road,Rainy,459.8430027861348,2,40,61+,Female,0.0872907923364532,1,Poor,2,1,Moderate,5,4,44.214100727242815,2273.3735067176985,Snow-covered,Weather,9,36475.28842219986,48128.812026506406,Australia,1872.2111876855724
Brazil,2003,May,Tuesday,Morning,Rural,Main Road,Snowy,163.12931008613444,1,32,41-60,Male,0.1954810224312703,1,Good,1,2,Minor,2,4,24.56027155870131,1482.7361960097328,Snow-covered,Distracted Driving,7,14520.014080885368,48259.04339719912,Australia,723.7986492989669
Brazil,2014,June,Wednesday,Afternoon,Urban,Street,Foggy,490.825549167258,2,44,41-60,Female,0.0589314147455888,1,Moderate,1,1,Severe,11,2,40.75245113150783,1732.3503343356133,Snow-covered,Weather,6,27538.10135164056,6571.382975724317,Europe,4186.295238239861
Brazil,2015,June,Friday,Morning,Urban,Highway,Foggy,390.8692609469413,2,42,41-60,Male,0.0678051872132504,0,Moderate,2,1,Moderate,5,0,17.19977552074377,9114.599145143671,Icy,Distracted Driving,1,34456.58657498675,61231.57650449604,North America,2713.2690039813106
Brazil,2014,September,Friday,Afternoon,Rural,Main Road,Foggy,264.37260309459634,2,32,18-25,Female,0.15997644047034,1,Moderate,1,0,Severe,18,0,29.13594118203505,7529.509910848469,Snow-covered,Speeding,7,46927.30495966095,31212.486425478623,Australia,3720.8618049012543
Brazil,2009,December,Saturday,Night,Urban,Street,Clear,206.5510331280485,2,42,61+,Male,0.1250623470283261,1,Poor,2,0,Moderate,13,3,32.79845202403708,1407.001148394503,Dry,Distracted Driving,5,18227.90215152782,75049.04511132515,Europe,3505.974746174283
Brazil,2005,March,Sunday,Night,Rural,Street,Clear,309.66295702723875,3,92,41-60,Female,0.1728881641484513,1,Poor,1,1,Moderate,17,0,35.54484542079412,6049.702985760034,Icy,Weather,3,16508.960483262712,74344.1893619599,North America,514.7707207358674
Brazil,2019,March,Friday,Morning,Rural,Main Road,Windy,176.06635197703267,4,42,<18,Female,0.1286775523755848,1,Moderate,1,1,Minor,8,3,31.7537756529923,2553.579169072058,Wet,Drunk Driving,8,30809.05896725769,21256.394364074346,Asia,4979.67906446597
Brazil,2023,January,Tuesday,Evening,Rural,Main Road,Windy,375.9444579452691,2,48,18-25,Male,0.1855339154734783,0,Good,1,0,Moderate,18,1,12.436858755039696,8230.953692087198,Icy,Speeding,0,41892.447548303695,17647.101582870728,South America,1003.5036363782654
Brazil,2016,February,Wednesday,Night,Rural,Main Road,Foggy,450.22017599695926,2,54,<18,Female,0.0024503966997405,0,Poor,1,0,Moderate,6,0,26.769104034937985,8749.617708221,Snow-covered,Speeding,8,34425.4272439246,60315.26938719073,North America,4744.109754999237
Brazil,2024,August,Friday,Evening,Urban,Street,Clear,79.75156747373022,3,84,41-60,Male,0.2129782476424449,1,Moderate,0,2,Severe,10,1,12.077924127925687,6671.287404899629,Dry,Drunk Driving,9,47552.37068026762,27102.5022724702,Asia,2319.4181042411747
Brazil,2002,June,Sunday,Morning,Urban,Main Road,Clear,205.7123798092317,4,112,18-25,Female,0.2241767180939382,0,Good,0,1,Minor,3,4,19.711794225483217,1811.920358978287,Dry,Speeding,7,41957.06787545665,6301.734029441458,North America,1100.13707593091
Brazil,2000,June,Monday,Morning,Rural,Highway,Rainy,177.49872888957088,3,86,61+,Female,0.0904967615893285,1,Moderate,0,2,Minor,16,1,33.37731735406641,2163.858113445629,Dry,Weather,0,30557.31331163858,71961.4753940749,Asia,4609.704252038389
Brazil,2020,September,Saturday,Morning,Rural,Highway,Windy,167.70571136194982,1,52,18-25,Female,0.052606832833584,0,Moderate,1,0,Severe,7,1,12.103370880436074,7312.891823032284,Snow-covered,Weather,7,33025.40110850272,36647.4763628632,Asia,1729.443209676804
Brazil,2008,December,Saturday,Night,Rural,Highway,Clear,336.335971321431,4,101,18-25,Female,0.0893675832760557,0,Good,0,0,Minor,7,2,44.68750413477675,5917.066704197985,Wet,Speeding,9,47258.74604510586,36792.24521801354,South America,2528.542044838998
Brazil,2023,February,Saturday,Morning,Urban,Street,Foggy,57.30706413040874,2,34,26-40,Male,0.0215686453891743,0,Poor,0,1,Severe,14,4,23.192529818990675,6775.511308601065,Icy,Weather,6,19254.497399437245,80578.79913055345,Asia,534.2721591571884
Brazil,2000,December,Monday,Night,Urban,Highway,Windy,102.74692629068184,1,74,<18,Female,0.0376609329767215,1,Poor,2,2,Severe,18,3,35.087976970934385,5369.266652331793,Snow-covered,Speeding,0,36029.800946739015,64586.11411105557,Asia,2172.3199045942297
Brazil,2007,October,Friday,Night,Urban,Street,Rainy,362.4347187896264,4,105,<18,Male,0.1407938761088717,0,Poor,0,2,Minor,19,1,8.023943230603003,3421.855696443087,Wet,Speeding,1,17418.616116639616,73386.82580477724,Europe,605.447245344325
Brazil,2001,October,Tuesday,Evening,Urban,Highway,Clear,416.0169368899121,1,75,<18,Male,0.1470259907693554,1,Poor,2,0,Minor,11,1,29.60072785433555,8983.836358579421,Icy,Mechanical Failure,9,11317.788917450143,60852.69651357168,Europe,4649.954082395289
Brazil,2011,December,Wednesday,Evening,Rural,Highway,Windy,60.102376645556376,2,33,26-40,Male,0.0339537169201879,0,Good,0,0,Severe,5,1,25.618159646530096,4477.284225685854,Snow-covered,Mechanical Failure,7,6459.489316735449,95375.76529471192,Asia,1277.2749548965685
Brazil,2009,February,Tuesday,Evening,Rural,Street,Snowy,322.06425067114674,3,89,26-40,Male,0.0354425818291688,1,Moderate,1,1,Minor,10,1,45.47652053616873,3397.398983095044,Snow-covered,Drunk Driving,5,48906.8978474112,99738.63794553385,Australia,511.7337493991789
Brazil,2019,August,Tuesday,Night,Rural,Highway,Snowy,219.73810900124005,3,39,61+,Female,0.1021055513761142,1,Good,2,2,Minor,9,0,44.14106920672399,1031.3298936017811,Icy,Speeding,0,35473.33605891261,27234.270993063063,Europe,2711.284477710259
Brazil,2014,May,Wednesday,Afternoon,Urban,Main Road,Snowy,221.4895417266874,1,102,61+,Male,0.0354103072759084,1,Moderate,1,2,Minor,11,0,57.869337695064914,719.0999150022183,Wet,Speeding,7,17112.09316456979,76335.02078123565,North America,3197.346204324507
Brazil,2015,October,Sunday,Afternoon,Urban,Street,Clear,327.5250274455576,3,95,<18,Female,0.2234469139564816,1,Good,2,2,Minor,5,1,29.346572039257648,1446.8507500339808,Dry,Speeding,0,29378.12929455555,17306.756722911523,Europe,3734.410441549852
Brazil,2020,October,Tuesday,Evening,Urban,Street,Rainy,404.5899936139823,4,92,<18,Female,0.2052647175224091,1,Moderate,2,1,Minor,13,2,44.21246070947354,6381.696833522934,Icy,Distracted Driving,5,1948.7954637232383,72894.78182036584,Australia,1282.4430805728505
Brazil,2012,December,Monday,Evening,Rural,Street,Snowy,255.1570342003828,4,74,61+,Male,0.1243776194664078,0,Poor,0,2,Minor,10,1,39.74514108787921,1429.422134091999,Dry,Speeding,7,7677.869213561734,94114.09014871385,Asia,2660.365370621025
Brazil,2015,February,Monday,Morning,Rural,Street,Rainy,412.6908854224328,3,71,26-40,Female,0.0203920728039245,0,Moderate,1,1,Severe,3,2,28.266559243427054,480.87493337974655,Wet,Distracted Driving,8,22878.63225407817,48122.36841586374,North America,447.4986324204694
Brazil,2007,March,Wednesday,Evening,Urban,Main Road,Rainy,494.26228132594485,3,94,61+,Male,0.1532844998370545,1,Moderate,2,0,Severe,17,0,18.67636736947238,9512.683195090056,Dry,Drunk Driving,1,31693.892983680173,75859.36584917104,Australia,1568.6514518370411
Brazil,2006,September,Saturday,Night,Urban,Main Road,Foggy,341.3150293650365,4,62,26-40,Female,0.1855113031465921,0,Poor,0,1,Minor,15,4,21.03071635407265,4288.43972051825,Icy,Distracted Driving,1,853.6497214947633,32701.751562016147,Europe,3160.5226433708917
Brazil,2006,March,Sunday,Night,Urban,Highway,Foggy,53.676789321636704,2,90,41-60,Female,0.1740533750391097,1,Good,2,0,Severe,7,3,15.511522049486237,8574.128828018404,Snow-covered,Distracted Driving,4,27912.58496099875,39344.64331400573,Australia,3536.3588724395145
Brazil,2009,July,Monday,Night,Rural,Main Road,Rainy,497.5978277163196,4,114,18-25,Male,0.243872158917744,0,Moderate,2,0,Moderate,17,2,27.414412168695183,9505.10110445831,Wet,Drunk Driving,6,17120.141482689796,76471.37802284262,South America,2547.8353709501657
Brazil,2024,May,Wednesday,Morning,Urban,Highway,Snowy,181.89316186290552,4,46,18-25,Male,0.1665703481615892,0,Good,1,1,Moderate,1,2,41.92312296837344,4364.981306457664,Snow-covered,Distracted Driving,6,38651.17810787999,37537.60241189468,Europe,4095.848900512501
Brazil,2019,January,Monday,Night,Rural,Highway,Foggy,164.423761686791,1,75,26-40,Female,0.1398740691690682,0,Moderate,0,1,Minor,12,1,47.25375381110366,2788.160931779964,Icy,Speeding,9,20455.863168375297,50012.112797407,North America,4039.896272676788
Brazil,2000,November,Saturday,Afternoon,Urban,Main Road,Snowy,495.88519339969565,2,48,18-25,Male,0.1223139644593127,1,Poor,0,2,Minor,19,1,29.779976711529063,5783.112546176426,Snow-covered,Mechanical Failure,9,21901.56147209502,91437.49098049036,South America,4478.415546141489
Brazil,2000,May,Thursday,Afternoon,Rural,Highway,Snowy,387.5251372644206,2,68,41-60,Female,0.1904666789101784,1,Good,0,1,Severe,11,1,51.37385277428353,2948.662262089981,Icy,Drunk Driving,7,30698.605729623883,70687.41134390268,North America,2699.20359766026
Brazil,2007,May,Tuesday,Evening,Urban,Main Road,Foggy,114.53451326336264,3,65,26-40,Female,0.0772353718822534,1,Good,2,1,Moderate,8,1,15.543527733647194,5920.691527350711,Wet,Mechanical Failure,5,33659.03910084644,73919.33000822176,Australia,3199.0228225945293
Brazil,2022,February,Tuesday,Morning,Rural,Main Road,Foggy,330.06657887215744,4,71,18-25,Female,0.2462623219024449,0,Good,1,2,Moderate,6,2,21.369540711561307,2620.00541749273,Icy,Mechanical Failure,7,22244.31740402273,40992.96169705774,Australia,4457.8828467786925
Brazil,2003,July,Wednesday,Morning,Rural,Main Road,Snowy,167.93198234167892,1,96,18-25,Female,0.0375449140858326,1,Moderate,0,1,Minor,10,0,26.947844475417725,5235.31353294706,Snow-covered,Speeding,3,38338.19629327241,88664.38267922486,Australia,4771.128023795875
Brazil,2008,October,Tuesday,Afternoon,Urban,Main Road,Rainy,145.31412088476313,2,95,26-40,Female,0.0635294069336248,1,Good,1,2,Severe,13,3,58.88047878090426,8062.633713433131,Wet,Speeding,4,35043.18591625319,30330.778617259028,Asia,2320.0563908416407
Brazil,2016,March,Thursday,Night,Urban,Highway,Clear,139.339363207625,2,63,41-60,Male,0.1296496600690449,1,Good,2,0,Moderate,3,0,48.55396238986577,6686.73747203147,Icy,Distracted Driving,2,26587.74315187596,12862.609962179264,South America,2887.3147533269957
Brazil,2019,December,Tuesday,Evening,Urban,Highway,Foggy,233.6897327639501,1,71,<18,Female,0.2453431833477334,0,Good,1,0,Severe,1,1,48.53771463431777,9141.44369257704,Wet,Distracted Driving,3,28610.726098423005,75662.8531349145,South America,3934.5873824566097
Brazil,2021,June,Thursday,Night,Rural,Street,Foggy,431.7063589179954,3,112,<18,Female,0.1360960061558105,0,Good,2,1,Minor,18,2,27.3141115295918,7200.253366121448,Icy,Distracted Driving,5,19514.4035449109,11962.778997185384,Asia,774.3338929454578
